,Features,Parameters_knn,RMSE,Sample_size,Runtime
132,"['Series', 'Awards', 'PG_Rating', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.934983098052852,10000,223.4760448932648
133,"['Series', 'Awards', 'imdb_ratings', 'RottenTomatoes_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.935362400347164,10000,258.28668355941767
134,"['Series', 'imdb_ratings', 'RottenTomatoes_Rating', 'NEWKeywords: 150']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9355093161621352,10000,357.9523856639862
135,"['Series', 'imdb_ratings', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9356987565079012,10000,401.977242231369
136,"['Series', 'RottenTomatoes_Rating', 'PG_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9359097005552216,10000,270.0403618812561
137,"['Series', 'Genres', 'RottenTomatoes_Rating', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9360789633931252,10000,182.41374397277832
138,"['Series', 'Awards', 'Genres', 'RottenTomatoes_Rating', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9366782234843748,10000,261.08682441711426
139,"['Series', 'Awards', 'Genres', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.937398146412542,10000,400.88424015045166
140,"['Series', 'imdb_ratings', 'RottenTomatoes_Rating', 'PG_Rating', 'NEWKeywords: 150', 'Plots: 100', 'Directors: 5']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9374825236126072,10000,484.68839478492737
141,"['Series', 'RottenTomatoes_Rating', 'NEWKeywords: 150', 'Plots: 100']","[('mean', False), ('knn_metric', 'minkowski'), ('set_k', False)]",0.9376790672063582,10000,421.9163591861725
